street_number	street_direction	street_name	street_type	unit_type	unit_number	city	state_abbrev	zip
10	S. 	Wakehurst	St.			Baltimore	MD	21206
10	W. 	Edgewater	Ave.			Millville	NJ	08332
10	W. 	Rose	Rd.			Boston	MA	02127
100		10th	Street			Cantonment	FL	32533
100		Baker	Ave.			East Lansing	MI	48823
100		Beech	Ave.			Richardson	TX	75080
100		Clay	St.			Kenosha	WI	53140
100		Elizabeth	Ave.			Tampa	FL	33604
100		Glenridge	Street			Howard Beach	NY	11414
100		Jackson	Rd.			Chicopee	MA	01020
100		New Saddle	Ave.			Johnson City	TN	37601
100		Rockville	Lane			South Bend	IN	46614
100		Rockwell	Dr.			Severn	MD	21144
100		Sage	Rd.			Powhatan	VA	23139
100		Sunset	Avenue			East Brunswick	NJ	08816
100		Sycamore	Circle			Butte	MT	59701
100		Tarkiln Hill	Street			Valparaiso	IN	46383
100		West Hudson	St.			Norristown	PA	19401
100		West Spring	Street			Deerfield	IL	60015
100	S. 	Bradford	St.			Palm Beach Gardens	FL	33410
100C		Plymouth	Street			Davison	MI	48423
101		2nd	Drive			Solon	OH	44139
101		Alderwood	Street			Colorado Springs	CO	80911
101		East 8th	Ave.			Midland	MI	48640
101		Hall	St.			Venice	FL	34293
101		Highland	Rd.			Ankeny	IA	50023
101		Liberty	Lane			Opa Locka	FL	33054
101		Lincoln	Rd.			Green Cove Springs	FL	32043
101		North Inverness	Street			Wantagh	NY	11793
101		Railroad	Street			Colorado Springs	CO	80911
101		Sherwood	Avenue			Traverse City	MI	49684
101	N. 	Amherst	Ave.			Centreville	VA	20120
101	SE. 	Wayne	Lane			Columbia	MD	21044
102		2nd	Street			Irvington	NJ	07111
102		Birchpond	Drive			Glendale	AZ	85302
102		East Country	Court			Sewell	NJ	08080
102		Jockey Hollow	Street			Annandale	VA	22003
102		Lexington	Ave.			Salt Lake City	UT	84119
102		Lower River	Drive			Springboro	OH	45066
102		Old Tanglewood	Dr.			Wasilla	AK	99654
102		Queen	Street			Norcross	GA	30092
102		Race	Lane			Fall River	MA	02720
102		Washington	Court			Orland Park	IL	60462
102		Wellington	Drive			New Castle	PA	16101
102		West Laurel	Road			Coram	NY	11727
102		Young	Ave.			Cranford	NJ	07016
102	N. 	Fawn	Ave.			Capitol Heights	MD	20743
102	S. 	Catherine	St.			Willingboro	NJ	08046
102	S. 	Lake View	Lane			Abingdon	MD	21009
102A		Summer	Dr.			Hermitage	TN	37076
103		2nd	Street			Norcross	GA	30092
103		Atlantic	Lane			Gaithersburg	MD	20877
103		Boston	Street			Matthews	NC	28104
103		College	Dr.			Parkersburg	WV	26101
103		East Cedarwood	Ave.			Saint Augustine	FL	32084
103		Fairfield	Court			Kingsport	TN	37660
103		Goldfield	Dr.			Lumberton	NC	28358
103		Longfellow	Ave.			Royal Oak	MI	48067
103		Miles	Road			Great Falls	MT	59404
103		North Fieldstone	Road			Pueblo	CO	81001
103		North Sulphur Springs	Drive			Coraopolis	PA	15108
103		Oak	Drive			Clarksville	TN	37040
103		Pawnee	Lane			Morgantown	WV	26508
103		Ramblewood	Avenue			Christiansburg	VA	24073
103		South Bear Hill	St.			Olney	MD	20832
103		Wild Rose	Avenue			Greensburg	PA	15601
104		Amherst	Drive			Lorton	VA	22079
104		Bay	St.			Huntington	NY	11743
104		Brookside	Street			Corona	NY	11368
104		Buttonwood	Court			Maineville	OH	45039
104		Cypress	Lane			Fairborn	OH	45324
104		East Armstrong	Circle			Longview	TX	75604
104		East Colonial	St.			Philadelphia	PA	19111
104		East Mountainview	Rd.			Youngstown	OH	44512
104		East Sunbeam	Street			Gaithersburg	MD	20877
104		Fairfield	St.			Summerfield	FL	34491
104		Hartford	Road			Beaver Falls	PA	15010
104		Ivy	Road			Brentwood	NY	11717
104		Jefferson	Ave.			Hallandale	FL	33009
104		Lakeshore	Lane			Kansas City	MO	64151
104		Lookout	Drive			Little Falls	NJ	07424
104		Marsh	Ave.			Cumming	GA	30040
104		New Saddle	Lane			Commack	NY	11725
104		North Arcadia	Street			Ottawa	IL	61350
104		Orchard	Lane			Birmingham	AL	35209
104		Pearl	St.			Stoughton	MA	02072
104		Philmont	St.			Mundelein	IL	60060
104		Prospect	Street			Phillipsburg	NJ	08865
104		Sunset	Ave.			Severna Park	MD	21146
104		Sussex	Rd.			Louisville	KY	40207
104		Van Dyke	Street			Milton	MA	02186
104	N. 	Fulton	Ave.			Solon	OH	44139
104	SW. 	Cobblestone	Lane			Dedham	MA	02026
104	W. 	6th	St.			Seymour	IN	47274
105		Alderwood	St.			Clemmons	NC	27012
105		Amherst	St.			Pelham	AL	35124
105		Bellevue	St.			Wethersfield	CT	06109
105		Bishop	Street			Hendersonville	NC	28792
105		Devon	Drive			Lilburn	GA	30047
105		East King	St.			Mason City	IA	50401
105		Edgewater	Avenue			Hope Mills	NC	28348
105		Greenrose	Rd.			Lake Mary	FL	32746
105		Hartford	Dr.			Faribault	MN	55021
105		Kirkland	Drive			Vista	CA	92083
105		Oakwood	St.			Astoria	NY	11102
105		Plymouth	Lane			Beloit	WI	53511
105		Poor House	Rd.			Missoula	MT	59801
105		Randall Mill	Rd.			Murrells Inlet	SC	29576
105		San Carlos	Drive			Venice	FL	34293
105		Winchester	Lane			Flemington	NJ	08822
105	E. 	Schoolhouse	St.			Mcminnville	TN	37110
105	N. 	Bridle	Dr.			Barberton	OH	44203
105	W. 	Magnolia	St.			Dawsonville	GA	30534
106		Bridle	Dr.			Chester	PA	19013
106		Carriage	Rd.			Circle Pines	MN	55014
106		Country Club	St.			Valparaiso	IN	46383
106		El Dorado	Dr.			Tupelo	MS	38801
106		Fawn	Court			New Hyde Park	NY	11040
106		High Point	St.			Severn	MD	21144
106		Poplar	St.			Herndon	VA	20170
106		Richardson	Street			Warwick	RI	02886
106		Rock Creek	Drive			Feasterville Trevose	PA	19053
106		Roosevelt	St.			Beloit	WI	53511
106		Santa Clara	Street			Bristol	CT	06010
106		Second	St.			Burlington	MA	01803
106		Spring	St.			Hickory	NC	28601
106		Warren	Avenue			Boynton Beach	FL	33435
106		Wayne	St.			Moses Lake	WA	98837
106	N. 	Wall	St.			Hummelstown	PA	17036
107		53rd	St.			Goodlettsville	TN	37072
107		6th	Court			Newnan	GA	30263
107		Arlington	Rd.			North Canton	OH	44720
107		Border	Court			Fort Mill	SC	29708
107		Brickell	Street			Wooster	OH	44691
107		Fairway	Street			Fishers	IN	46037
107		Garden	Street			Palm Harbor	FL	34683
107		Gates	Ave.			Stroudsburg	PA	18360
107		Glen Ridge	Dr.			Yorktown	VA	23693
107		Glen Ridge	St.			Wilmette	IL	60091
107		Hickory	St.			Granger	IN	46530
107		High	Avenue			Eden Prairie	MN	55347
107		Holly	St.			Henderson	KY	42420
107		Liberty	Lane			Cumberland	RI	02864
107		Locust	St.			Salisbury	MD	21801
107		Magnolia	Ave.			Annandale	VA	22003
107		Main	Court			San Lorenzo	CA	94580
107		Miles	Rd.			Grand Island	NE	68801
107		Sierra	St.			Windermere	FL	34786
107		Whitemarsh	Street			Mount Prospect	IL	60056
107	N. 	Lantern	Court			Ashland	OH	44805
107	N. 	Orange	Avenue			Hialeah	FL	33010
107	NE. 	Winding Way	Avenue			Munster	IN	46321
107	S. 	Summer	St.			Forney	TX	75126
107	W. 	Corona	St.			Joliet	IL	60435
107	W. 	Franklin	Lane			Perth Amboy	NJ	08861
108		Adams	Street			Bethlehem	PA	18015
108		Bedford	St.			Redondo Beach	CA	90278
108		Deerfield	St.			Hollywood	FL	33020
108		Evergreen	St.			Altoona	PA	16601
108		Grant	Drive			West Bloomfield	MI	48322
108		Illinois	Street			Eugene	OR	97402
108		Johnson	Ave.			Middleburg	FL	32068
108		Maiden	Lane			Grand Forks	ND	58201
108		Manor	Avenue			Staten Island	NY	10301
108		North Mayfield	Rd.			South Portland	ME	04106
108		Parker	Rd.			Pottstown	PA	19464
108		Pearl	Street			Florence	SC	29501
108		Philmont	Street			Blackwood	NJ	08012
108		Poplar	Lane			Valrico	FL	33594
108		South Alton	Lane			Lombard	IL	60148
108		South Valley	St.			Feasterville Trevose	PA	19053
108		Walt Whitman	Street			Birmingham	AL	35209
108		West Bishop	Street			Biloxi	MS	39532
108		Whitemarsh	Lane			Mount Prospect	IL	60056
108		Wilson	St.			Soddy Daisy	TN	37379
108	SW. 	Riverview	Lane			Englishtown	NJ	07726
109		Applegate	Street			Mcallen	TX	78501
109		Bald Hill	St.			Memphis	TN	38106
109		Bay	St.			Des Moines	IA	50310
109		Buckingham	St.			Eastlake	OH	44095
109		College	Lane			Halethorpe	MD	21227
109		Logan	Rd.			Ashburn	VA	20147
109		North Colonial	Drive			Mount Pleasant	SC	29464
109		Summer	St.			Yonkers	NY	10701
109		West Indian Summer	Street			Gettysburg	PA	17325
109		Winchester	Ave.			Palm Harbor	FL	34683
109	E. 	Newcastle	Lane			Paducah	KY	42001
109	SW. 	Westminster	Ave.			New York	NY	10002
109	W. 	Oxford	St.			Victoria	TX	77904
11		8th	St.			Langhorne	PA	19047
11		Baker	Drive			Dracut	MA	01826
11		Bald Hill	Ave.			Lakeland	FL	33801
11		Beach	St.			Boston	MA	02127
11		Beacon	Road			Casselberry	FL	32707
11		Bedford	St.			Perkasie	PA	18944
11		Bellevue	Circle			Middleburg	FL	32068
11		Belmont	Ave.			Chicopee	MA	01020
11		Big Rock Cove	St.			Westlake	OH	44145
11		Birchwood	Drive			Williamsburg	VA	23185
11		Blue Spring	Ave.			Sun Prairie	WI	53590
11		Buttonwood	Avenue			Edison	NJ	08817
11		Cactus	Rd.			Schaumburg	IL	60193
11		Carriage	Drive			Bountiful	UT	84010
11		Carriage	Drive			Wakefield	MA	01880
11		Cemetery	Dr.			Indiana	PA	15701
11		Center	Ave.			Park Forest	IL	60466
11		Cherry Hill	Avenue			Rome	NY	13440
11		Clark	Court			Norristown	PA	19401
11		Clark	Lane			Cartersville	GA	30120
11		Coffee	Drive			Woburn	MA	01801
11		Colonial	Dr.			Lake Mary	FL	32746
11		Courtland	Dr.			Savannah	GA	31404
11		Creekside	Drive			Painesville	OH	44077
11		Cypress	St.			Appleton	WI	54911
11		Deerfield	Street			Bangor	ME	04401
11		Depot	Street			Madison	AL	35758
11		Durham	Street			Jamaica	NY	11432
11		Eagle	Court			Cranberry Twp	PA	16066
11		East Glendale	Street			New Albany	IN	47150
11		East Southampton	Ave.			Owensboro	KY	42301
11		Edgefield	Court			Deltona	FL	32725
11		Edgefield	Dr.			Jonesborough	TN	37659
11		Elizabeth	Ave.			Brookfield	WI	53045
11		Elizabeth	Court			Hanover	PA	17331
11		Elmwood	Court			Port Charlotte	FL	33952
11		Euclid	Street			Uniontown	PA	15401
11		Fairground	Lane			Clarksburg	WV	26301
11		Fairway	St.			Mount Airy	MD	21771
11		Fairway	St.			Stroudsburg	PA	18360
11		Fawn	Street			Clarksville	TN	37040
11		Fieldstone	Ave.			Millington	TN	38053
11		Fremont	Street			Blacksburg	VA	24060
11		Gartner	Drive			Ankeny	IA	50023
11		Glenholme	Court			Reidsville	NC	27320
11		Glenlake	Ave.			Port Chester	NY	10573
11		Grove	Court			Clifton	NJ	07011
11		Gulf	Court			Wellington	FL	33414
11		Hanover	Court			Mahwah	NJ	07430
11		Hartford	St.			Sulphur	LA	70663
11		Hickory	Rd.			Portsmouth	VA	23703
11		High Point	St.			Ambler	PA	19002
11		Hill	St.			Streamwood	IL	60107
11		Hill Field	Lane			Wilmette	IL	60091
11		Hilldale	St.			Port Jefferson Station	NY	11776
11		Homewood	Ave.			Collierville	TN	38017
11		Ivy	Lane			Hamilton	OH	45011
11		Ketch Harbour	St.			Homestead	FL	33030
11		Ketch Harbour	Street			Perrysburg	OH	43551
11		King	Drive			Hummelstown	PA	17036
11		King	Lane			Pawtucket	RI	02860
11		Lantern	St.			Williamsport	PA	17701
11		Laurel	Court			La Crosse	WI	54601
11		Lexington	Rd.			Middleburg	FL	32068
11		Longfellow	Ave.			Sanford	NC	27330
11		Lower River	St.			Arvada	CO	80003
11		Lyme	Dr.			Dedham	MA	02026
11		Manhattan	Ave.			Venice	FL	34293
11		Manhattan	Rd.			Leesburg	VA	20175
11		Manor	St.			Merrick	NY	11566
11		Marconi	Drive			Westland	MI	48185
11		Miller	Drive			Ankeny	IA	50023
11		North	Drive			Palatine	IL	60067
11		North Cypress	Ave.			Bayonne	NJ	07002
11		North Evergreen	St.			Ellicott City	MD	21042
11		North Lawrence	Drive			Manchester Township	NJ	08759
11		North Middle River	Dr.			Valparaiso	IN	46383
11		Nut Swamp	St.			Morrisville	PA	19067
11		Old York	Ave.			Pataskala	OH	43062
11		Pearl	Court			Mechanicsburg	PA	17050
11		Pendergast	Street			Livonia	MI	48150
11		Philmont	Road			Crystal Lake	IL	60014
11		Pierce	St.			Mountain View	CA	94043
11		Pine	Ave.			West Bloomfield	MI	48322
11		Pine	Avenue			Grand Blanc	MI	48439
11		Pine	Lane			Superior	WI	54880
11		Poor House	Ave.			Manitowoc	WI	54220
11		Poor House	St.			Loxahatchee	FL	33470
11		Poplar	Street			Clermont	FL	34711
11		Primrose	St.			Orlando	FL	32806
11		Proctor	St.			Buckeye	AZ	85326
11		Queen	Street			Lynn	MA	01902
11		Riverview	St. 	Apt	419	Saginaw	MI	48601
11		Rockcrest	St.			Annapolis	MD	21401
11		Rockland	Drive			Astoria	NY	11102
11		Roehampton	Street			Fredericksburg	VA	22405
11		Rosewood	St.			Huntsville	AL	35803
11		San Pablo	St.			Livingston	NJ	07039
11		Saxton	Drive			Hyattsville	MD	20782
11		Schoolhouse	Lane			South Richmond Hill	NY	11419
11		Second	St.			Dekalb	IL	60115
11		Shady	Street			West Springfield	MA	01089
11		Sherman	St.			Skokie	IL	60076
11		Shirley	Dr.			Irvington	NJ	07111
11		Shirley	Street			Crown Point	IN	46307
11		Smith	Avenue			Lincolnton	NC	28092
11		Smoky Hollow	St.			Parlin	NJ	08859
11		Somerset	Street			North Royalton	OH	44133
11		Sulphur Springs	Drive			Palm City	FL	34990
11		Sunbeam	Rd.			Wyoming	MI	49509
11		Tallwood	Street			Batavia	OH	45103
11		Thatcher	Drive			Montclair	NJ	07042
11		Third	Ave.			Palos Verdes Peninsula	CA	90274
11		Thomas	Dr.			Reston	VA	20191
11		Thompson	St.			Kissimmee	FL	34741
11		Vale	Lane			East Northport	NY	11731
11		Vermont	St.			Lagrange	GA	30240
11		Wagon	Dr.			Suffolk	VA	23434
11		Walnutwood	Dr.			Perth Amboy	NJ	08861
11		Wellington	Dr.			Saginaw	MI	48601
11		West	St.			Caldwell	NJ	07006
11		West Annadale	Street			Muscatine	IA	52761
11		West Cooper	Court			Northville	MI	48167
11		West Lees Creek	Ave.			Valrico	FL	33594
11		West Rock Creek	Ave.			Downers Grove	IL	60515
11		West Ryan	St.			Spring Valley	NY	10977
11		White	St.			Mc Lean	VA	22101
11		Williams	St.			Hopewell	VA	23860
11		Winchester	St.			The Villages	FL	32162
11		Wintergreen	Dr.			Saint Louis	MO	63109
11		Woodside	Ave.			Huntington	NY	11743
11		Wrangler	Street			Bethpage	NY	11714
11	N. 	Constitution	St. 	Suite	6	Nanuet	NY	10954
11	N. 	Harrison	St.			Windsor	CT	06095
11	N. 	Indian Summer	Ave.			Mays Landing	NJ	08330
11	NE. 	Hudson	Road			Clinton Township	MI	48035
11	S. 	Pennington	Dr.			Trumbull	CT	06611
11	S. 	Sycamore	Rd.			Mokena	IL	60448
11	SE. 	Hillcrest	Dr.			West Des Moines	IA	50265
11	SW. 	Front	Street			North Augusta	SC	29841
11	W. 	Ann	Dr.			Stroudsburg	PA	18360
11	W. 	Creekside	Street			Fort Washington	MD	20744
11	W. 	Fifth	Drive			Pasadena	MD	21122
11	W. 	Parker	St.			Branford	CT	06405
11	W. 	Rockledge	St.			Tiffin	OH	44883
110		Beacon	Drive			Selden	NY	11784
110		Cactus	St.			Opa Locka	FL	33054
110		Catherine	St.			Myrtle Beach	SC	29577
110		Court	Dr.			Greensboro	NC	27405
110		Green Lake	Drive			Tucker	GA	30084
110		Highland	Street			Mentor	OH	44060
110		Jackson	Street			Springboro	OH	45066
110		Lakeview	St.			Caldwell	NJ	07006
110		Paris Hill	St.			Beachwood	OH	44122
110		Parker	Dr.			Northville	MI	48167
110		Pheasant	Lane			Helena	MT	59601
110		Pulaski	Ave.			Lincoln	NE	68506
110		Riverside	St.			Lansdale	PA	19446
110		Sherman	Drive			West Haven	CT	06516
110		South Queen	Ave.			North Wales	PA	19454
110		South Summit	Court			Salt Lake City	UT	84119
110		Vermont	St.			Moorhead	MN	56560
110		Wild Horse	Ave.			Dorchester	MA	02125
110		Wild Rose	Street			Bensalem	PA	19020
110	E. 	Dunbar	St.			Princeton	NJ	08540
110	NE. 	Greystone	Street			Fort Walton Beach	FL	32547
110	S. 	Miller	Ave.			Derby	KS	67037
111		Constitution	Lane			Coram	NY	11727
111		Dunbar	St.			Janesville	WI	53546
111		East	Ave.			Morristown	NJ	07960
111		East Victoria	St.			Dorchester	MA	02125
111		Linden	Rd.			Hyattsville	MD	20782
111		Main	Drive			Westport	CT	06880
111		Shub Farm	Lane			Upland	CA	91784
111		Sierra	Road 	Apt	785	Eden Prairie	MN	55347
111		Silver Spear	Street			Altoona	PA	16601
111		St Paul	Drive			Long Branch	NJ	07740
111	W. 	Campfire	Drive			Mcdonough	GA	30252
112		Ann	St.			Ashland	OH	44805
112		Beach	Drive			Blacksburg	VA	24060
112		Beach	St.			Fort Lee	NJ	07024
112		Carpenter	Circle			Hudson	NH	03051
112		Clay	Court			Elizabeth City	NC	27909
112		Edgewood	Dr.			Woburn	MA	01801
112		Fairway	Circle			Lincoln	NE	68506
112		Forest	Street			Saginaw	MI	48601
112		Garfield	Road			Avon Lake	OH	44012
112		Glenlake	St.			Pittsford	NY	14534
112		Harvard	Ave.			Media	PA	19063
112		Lake Forest	Lane			Bonita Springs	FL	34135
112		Lake View	Street			Riverdale	GA	30274
112		Oak Meadow	St.			Westmont	IL	60559
112		Olive	Ave.			Methuen	MA	01844
112		Pumpkin Hill	Lane			Pittsfield	MA	01201
112		Riverside	Dr.			Culpeper	VA	22701
112		Sage	Drive			Oxford	MS	38655
112		Second	Lane			Lafayette	IN	47905
112		Sheffield	Road			Lakewood	NJ	08701
112		Vine	St.			Norwich	CT	06360
112		Wintergreen	Circle			Oak Forest	IL	60452
112	N. 	Berkshire	Street			Pelham	AL	35124
112	NW. 	Galvin	Avenue 	Suite	G	Glendale	AZ	85302
112	S. 	George	St.			Miami Gardens	FL	33056
112	SE. 	Cottage	St.			Levittown	NY	11756
113		Church	Rd.			Lincoln	NE	68506
113		Cleveland	Street			Warwick	RI	02886
113		East Thatcher	St.			Opa Locka	FL	33054
113		East Trenton	Drive			Lititz	PA	17543
113		Edgemont	Street			Gulfport	MS	39503
113		Lees Creek	Street			Brentwood	NY	11717
113		Morris	Rd.			East Lansing	MI	48823
113		Poplar	Street			Sterling Heights	MI	48310
113		Princess	Ave.			Camden	NJ	08105
113		Sierra	St.			West Chicago	IL	60185
113		South Delaware	Street			Goose Creek	SC	29445
113		Spring	St.			Moncks Corner	SC	29461
113		Young	Ave.			Goshen	IN	46526
113		Yukon	St.			Aliquippa	PA	15001
113	S. 	Applegate	Court			Kingsport	TN	37660
113	S. 	Smith	Ave.			Murrells Inlet	SC	29576
113	W. 	Green Hill	Ave.			Pataskala	OH	43062
114		Ann	Dr.			Minneapolis	MN	55406
114		Blackburn	St.			Erie	PA	16506
114		Coffee	Drive			New York	NY	10002
114		Columbia	St.			East Meadow	NY	11554
114		Crescent	St.			Clover	SC	29710
114		Durham	St.			Fernandina Beach	FL	32034
114		Grandrose	Avenue			Longwood	FL	32779
114		Manor Station	Court			Jenison	MI	49428
114		Marsh	Drive			Lake In The Hills	IL	60156
114		Mill Pond	St.			Camp Hill	PA	17011
114		North Winchester	Street			Grovetown	GA	30813
114		Nut Swamp	St.			Madisonville	KY	42431
114		Oak Valley	St.			Indian Trail	NC	28079
114		Richardson	Lane			Lilburn	GA	30047
114		Ridge	Drive			Lexington	NC	27292
114		Riverview	Street			Saint Augustine	FL	32084
114		Rockland	Lane			Howell	NJ	07731
114		Sussex	Drive			Evans	GA	30809
114		Thorne	Dr.			Latrobe	PA	15650
114		Valley Farms	Dr.			Rockville	MD	20850
114		Vernon	Street			Scotch Plains	NJ	07076
114		Wayne	St.			Hilliard	OH	43026
114		West Water	Street			Addison	IL	60101
114	E. 	Kent	St.			North Canton	OH	44720
115		6th	Avenue			Clarksburg	WV	26301
115		Adams	Drive			Grandville	MI	49418
115		Ann	Lane			Millington	TN	38053
115		Argyle	St.			Rockville Centre	NY	11570
115		Boston	St.			Quakertown	PA	18951
115		Cactus	Court			Summerfield	FL	34491
115		Cleveland	Street			Minot	ND	58701
115		County	Ave.			Homestead	FL	33030
115		El Dorado	St.			Tiffin	OH	44883
115		Glenlake	Ave.			Waxhaw	NC	28173
115		Lees Creek	St.			Fall River	MA	02720
115		Manor	St.			Marshalltown	IA	50158
115		Old Creek	St.			Gastonia	NC	28052
115		Pleasant	Street			Stratford	CT	06614
115		Railroad	Ave.			Dedham	MA	02026
115		Riverview	St.			Bettendorf	IA	52722
115		Shipley	Street			Levittown	NY	11756
115		Theatre	Road			Copperas Cove	TX	76522
115		University	Drive			Riverview	FL	33569
115		Valley	Ave.			Springfield	PA	19064
115		Valley View	Street			Mcallen	TX	78501
115		Vermont	Dr.			Hattiesburg	MS	39401
115		Vine	St.			Seattle	WA	98144
115		Walnut	St.			Dorchester	MA	02125
115		Warren	Dr.			Pensacola	FL	32503
115		West Saxton	Avenue			Boynton Beach	FL	33435
115	E. 	Glen Eagles	Street			Fairfield	CT	06824
116		Armstrong	St.			Glendale Heights	IL	60139
116		Augusta	Road			Sicklerville	NJ	08081
116		Baker	Drive			Hicksville	NY	11801
116		Briarwood	St.			Vicksburg	MS	39180
116		Elmwood	Drive			Greenville	NC	27834
116		Gulf	Lane			Georgetown	SC	29440
116		Harvard	Dr.			Methuen	MA	01844
116		Harvey	Street			Acworth	GA	30101
116		Mill Pond	Drive			Murrells Inlet	SC	29576
116		Parker	Lane			Scotch Plains	NJ	07076
116		Plymouth	Court			Fernandina Beach	FL	32034
116		Plymouth	Street			Hialeah	FL	33010
116		Shirley	Drive			Bridgeport	CT	06606
116		Shub Farm	St.			Powell	TN	37849
116		Silver Spear	Court			Hyattsville	MD	20782
116		South Carriage	Lane			Stratford	CT	06614
116		Wall	Court			Centreville	VA	20120
116		Washington	Street			Commack	NY	11725
116		West Bow Ridge	St.			Clearwater	FL	33756
116	E. 	Mountainview	St.			Ames	IA	50010
116	SW. 	Sage	Dr.			Grand Forks	ND	58201
116	W. 	Elmwood	Lane			Woburn	MA	01801
117		Alderwood	Dr.			Middleburg	FL	32068
117		Arcadia	Drive			Tucker	GA	30084
117		Cedar	Avenue			Monroe	NY	10950
117		Corona	Ave.			Port Chester	NY	10573
117		Crescent	Court			Dover	NH	03820
117		East	Drive			Phoenixville	PA	19460
117		East Chestnut	Street			New Albany	IN	47150
117		Gartner	St.			Roswell	GA	30075
117		Griffin	Lane			Kissimmee	FL	34741
117		Gulf	Court			Olive Branch	MS	38654
117		High Point	Lane			Ozone Park	NY	11417
117		Kingston	Lane			Kearny	NJ	07032
117		Lake	St.			Stafford	VA	22554
117		Mayfield	Street			Freeport	NY	11520
117		Newcastle	Avenue			Oxnard	CA	93035
117		Plumb Branch	Street			Park Forest	IL	60466
117		Roberts	Court			Milledgeville	GA	31061
117		Sage	St.			Paramus	NJ	07652
117		Sugar	Lane			Grand Rapids	MI	49503
117		Sunset	Street			Utica	NY	13501
117		Vale	Lane			Delaware	OH	43015
117		West Hill	Street			Alabaster	AL	35007
117		West Hilldale	St.			Somerset	NJ	08873
117		Wintergreen	St.			Nampa	ID	83651
117	E. 	Sherman	St.			Portland	ME	04103
118		Beechwood	Street			Monroeville	PA	15146
118		Branch	Ave.			Oak Forest	IL	60452
118		Bridgeton	St.			Brookfield	WI	53045
118		Country Club	St.			Danville	VA	24540
118		Glenholme	Rd.			Phoenixville	PA	19460
118		Grant	Street			Utica	NY	13501
118		High Ridge	Ave.			Fresno	CA	93706
118		Honey Creek	St.			Lorain	OH	44052
118		Jackson	Street			Newport News	VA	23601
118		Mayfield	Street			Romulus	MI	48174
118		Old York	Ave.			Burnsville	MN	55337
118		Roehampton	Lane			Greensboro	NC	27405
118		Rosewood	St.			El Dorado	AR	71730
118		Shirley	St.			Corona	NY	11368
118		South Pendergast	Dr.			Lewiston	ME	04240
118		Sunnyslope	Circle			Rockaway	NJ	07866
118		Tailwater	Dr.			Saugus	MA	01906
118		Tailwater	Dr.			Savannah	GA	31404
118		Thomas	St.			Lawrence	MA	01841
118		Wakehurst	St.			Montgomery Village	MD	20886
118		Willow	St.			Frederick	MD	21701
118		Woodside	Dr.			Tampa	FL	33604
118	E. 	Brandywine	St.			New Port Richey	FL	34653
118	SW. 	Parker	Rd.			New Lenox	IL	60451
119		Augusta	Ave.			Wenatchee	WA	98801
119		Blue Spring	Drive			Opa Locka	FL	33054
119		Brickyard	St.			Saratoga Springs	NY	12866
119		Forest	St.			Peabody	MA	01960
119		Foster	Ave.			Chatsworth	GA	30705
